OBJECTID,PREFIX,NAME,TYPE,SUFFIX,POLICENAME,POLICETYPE,Date_Added,Editor,Method,FULLPOLNAME,CarteID,CrossStreetA,CrossStreetB,Date_Changed,FULL_NAME,LF_Addr,LT_Addr,RF_Addr,RT_Addr,MATERIAL,OWNER,FUNCTIONALCLASSIFICATION,JURISDICTION,ROUTESYSTEM,ROUTENUMBER,SpeedLimit,Scenic,RowWidth,AcceptDate,GlobalID,created_user,created_date,last_edited_user,last_edited_date,MUNILEFT,MUNIRIGHT,ZIPLEFT,ZIPRIGHT,STATELEFT,STATERIGHT,OneWay
95, ,MIDDLE,ST, ,MIDDLE,ST,,,,MIDDLE ST,00029,POTWINE LN,S ORCHARD DR,,MIDDLE ST,220,470,219,469,1,8,0,2,,,,1,Variable,,{443F270F-6276-4B8A-9D59-340FCD08F771},,,olkinm,2013/08/06 17:04:53+00,AMHERST,AMHERST,01002,01002,MA,MA,
96, ,BARRY,CIR, ,BARRY,CIR,,,,BARRY CIR,00040,S ORCHARD DR,END,,BARRY CIR,11,11,4,10,1,1,0,2,,,,,40',1974/05/01 00:00:00+00,{DFB70F29-6E86-45F0-87B5-A2F013F95DBE},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
97, ,SUNSET,CT, ,SUNSET,CT,,,,SUNSET CT,00213,MCCLURE ST,SUNSET AVE,,SUNSET CT,4,12,1,15,1,8,0,2,,,,,20',,{0368F019-2C9A-47A7-A300-C2500F17CB69},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
98, ,SUNSET,AVE, ,SUNSET,AVE,,,,SUNSET AVE,00268,SUNSET CT,N HADLEY RD,,SUNSET AVE,0,0,229,263,1,8,0,2,,,,,Variable,,{5F31E5A9-3BF5-4392-8415-2EA502A3A768},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
99, ,FEARING,ST, ,FEARING,ST,,,,FEARING ST,00297,ALLEN ST,NUTTING AVE,,FEARING ST,38,52,41,49,1,1,6,2,,,,,Variable,,{F1588373-9182-45D0-85D0-4EE9C8ECDA5E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
100, ,NUTTING,AVE, ,NUTTING,AVE,,,,NUTTING AVE,00221,FEARING ST,PHILLIPS ST,,NUTTING AVE,14,28,13,25,1,1,0,2,,,,,49.5',,{5A1AD4EB-64DC-4BF8-96E6-38F19C848E4D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
101, ,CHESTNUT,ST, ,CHESTNUT,ST,,,,CHESTNUT ST,00217,ARHS & ARMS DRIVEWAYS,HIGH ST,,CHESTNUT ST,170,186,169,185,1,8,0,2,,,25,,49.5',1883/04/15 00:00:00+00,{C31AC6C7-B51B-4AA1-A34E-F2554DD08F62},,,olkinm,2013/08/06 16:53:39+00,AMHERST,AMHERST,01002,01002,MA,MA,
102, ,SOUTHWEST,CIR, ,SOUTHWEST,CIR,,,,SOUTHWEST CIR,,MOORE RD,N UNIVERSITY DR,,SOUTHWEST CIR,0,0,111,151,1,4,0,B,,,,,,,{1A93DC1C-1E7C-4ED5-BECE-E62844E301B1},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
103, ,SOUTHWEST,CIR, ,SOUTHWEST,CIR,,,,SOUTHWEST CIR,,N UNIVERSITY DR,MOORE RD,,SOUTHWEST CIR,0,0,0,0,1,4,0,B,,,,,,,{78ABAB48-7628-4F0B-AAC9-46183DD73281},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
104,N,UNIVERSITY,DR, ,NORTH UNIVERSITY,DR,,,,NORTH UNIVERSITY DR,,SOUTHWEST CIR,SOUTHWEST CIR,,N UNIVERSITY DR,0,0,0,0,,4,5,B,,,,,,,{CD16F9C2-F123-422C-BE1E-9CBF44D1B754},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
105, ,WEST,ST, ,WEST,ST,,,,WEST ST,00395,SHAYS ST,MOUNT HOLYOKE DR,,WEST ST,166,326,165,325,1,8,3,2,SR,116,,,Variable,,{F31162EC-4507-4D39-BC79-BFDAA8B93405},,,olkinm,2013/08/06 17:29:30+00,AMHERST,AMHERST,01002,01002,MA,MA,
106, ,MOUNT HOLYOKE,DR, ,MT HOLYOKE,DR,,,,MT HOLYOKE DR,00249,WEST ST,S MT HOLYOKE DR,,MOUNT HOLYOKE DR,20,20,25,27,1,1,0,2,,,,,50',,{5A649446-E016-49FE-8701-A81422F13448},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
107, ,WOODLOT,RD, ,WOODLOT,RD,,,,WOODLOT RD,00068,TEABERRY LN,END,,WOODLOT RD,76,92,71,93,1,1,0,2,,,,,,,{9EAAC89D-1063-4ECA-A69A-B8A757214273},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
108, ,WEST,ST, ,WEST,ST,,,,WEST ST,,MOUNT HOLYOKE DR,KAMINS CIR,,WEST ST,0,0,0,0,1,8,3,2,SR,116,,,,,{F97E6509-DBA2-4105-913B-6BB2F71F982A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
109, ,KAMINS,CIR, ,KAMINS,CIR,,,,KAMINS CIR,00251,WEST ST,END,,KAMINS CIR,6,22,15,19,1,1,0,2,,,,,50',,{D886CD76-9555-40AD-80C8-40ECF2E2E0BB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
110, ,NORWOTTUCK,CIR, ,NORWOTTOCK,CIR,,,,NORWOTTOCK CIR,00247,MOUNT HOLYOKE DR,END,,NORWOTTUCK CIR,8,10,7,13,1,1,0,2,,,,,,,{BBCC792D-B694-48CF-9E1E-7A3706A0B7E2},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
111, ,FOXGLOVE,LN, ,FOXGLOVE,LN,,,,FOXGLOVE LN,00060,WILDFLOWER DR,END,,FOXGLOVE LN,10,26,7,31,1,1,0,2,,,,,,,{B87D0DA5-2C51-4996-A3C7-9ED96984110E},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
112, ,WILDFLOWER,DR, ,WILDFLOWER,DR,,,,WILDFLOWER DR,00052,INDIAN PIPE LN,FOXGLOVE LN,,WILDFLOWER DR,0,0,43,43,1,1,0,2,,,,,,,{09143857-252C-4596-B413-1E8DE2A6E569},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
113, ,NATURAL RESOURCES,RD, ,NATURAL RESOURCES,RD,,,,NATURAL RESOURCES RD,,AGRICULTURAL ENGINEERING RD,COLD STORAGE DR & CAMPUS CENTER WAY,,NATURAL RESOURCES RD,250,300,251,299,1,4,0,B,,,,,,,{CF01DAF5-209E-4107-A354-A0D67D7652AA},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
115, ,FAIRFIELD,ST, ,FAIRFIELD,ST,,,,FAIRFIELD ST,00342,N PLEASANT ST,FARVIEW WAY,,FAIRFIELD ST,8,8,5,17,1,1,0,2,,,,,,,{ADB274CE-AE94-4737-8F6A-3CBFD6E5D8D4},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
116, ,FARVIEW,WAY, ,FARVIEW,WAY,,,,FARVIEW WAY,00238,FAIRFIELD ST,BERKSHIRE TER,,FARVIEW WAY,114,114,113,113,1,1,0,2,,,,,40',,{A47F4E18-D41B-4D52-B23E-8BC588E1D30A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
117, ,FAIRFIELD,ST, ,FAIRFIELD,ST,,,,FAIRFIELD ST,00342,FARVIEW WAY,MOORLAND ST,,FAIRFIELD ST,42,42,35,41,1,1,0,2,,,,,,,{BC872A24-AE18-44CD-9C01-8431D1FBCFA3},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
118, ,FAIRFIELD,ST, ,FAIRFIELD,ST,,,,FAIRFIELD ST,00342,MOORLAND ST,END,,FAIRFIELD ST,48,60,49,65,1,1,0,2,,,,,,,{5D8557D3-A27A-44B8-85E5-8ED651288874},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
119,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00302,OLD TOWN RD,FAIRFIELD ST,,N PLEASANT ST,800,816,813,813,1,8,5,2,,,,,Variable,1758/04/15 00:00:00+00,{969814AC-A0DD-459E-B8B1-1EAD804377B6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
120, ,EASTMAN,LN, ,EASTMAN,LN,,,,EASTMAN LN,,SYLVAN DR,TILLSON FARM RD & E PLEASANT ST,,EASTMAN LN,0,0,0,0,1,4,6,B,,,,,33',,{59A0C02B-E136-48D9-80F4-10E342CA9AAC},,,olkinm,2013/08/01 13:46:49+00,AMHERST,AMHERST,01002,01002,MA,MA,
121, ,SYLVAN,DR, ,SYLVAN,DR,,,,SYLVAN DR,,,EASTMAN LN,,SYLVAN DR,101,151,102,152,1,4,0,B,,,,,,,{348F36AE-6E97-4C84-B066-856A29EBFA05},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
123, ,OLD TOWN,RD, ,OLD TOWN,RD,,,,OLD TOWN RD,00339,N PLEASANT ST,FARVIEW WAY,,OLD TOWN RD,18,18,19,19,1,1,0,2,,,,,42',,{9DC63B6D-FA83-46B4-AC34-0196EE98C81C},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
124, ,FARVIEW,WAY, ,FARVIEW,WAY,,,,FARVIEW WAY,00239,OLD TOWN RD,FAIRFIELD ST,,FARVIEW WAY,78,102,97,97,1,1,0,2,,,,,40',,{84617430-28B0-48F3-9E1C-9468B8A88ED9},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
125, ,FROST,LN, ,FROST,LN,,,,FROST LN,00150,VAN METER DR,HARLOW DR,,FROST LN,12,36,15,29,1,1,0,2,,,,,50',,{2C7CA92A-9835-4FA0-B594-014C5B139105},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
127,N,PLEASANT,ST, ,NORTH PLEASANT,ST,,,,NORTH PLEASANT ST,00303,NORTHVILLAGE DR,HOBART LN,,N PLEASANT ST,990,1010,1001,1001,1,8,5,2,,,,,Variable,1758/04/15 00:00:00+00,{8CCD5315-4B2B-48B3-A27A-227FB8916B83},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
128, ,VAN METER,DR, ,VAN METER,DR,,,,VAN METER DR,00153,FROST LN,HARTMAN RD,,VAN METER DR,64,88,69,69,1,1,0,2,,,,,50',,{71D2E405-3D2F-4008-B7E5-CADC7C02196A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
129, ,NORTHAMPTON,RD, ,NORTHAMPTON,RD,,,,NORTHAMPTON RD,,WOODSIDE AVE,KENDRICK PL,,NORTHAMPTON RD,50,50,39,49,1,3,2,1,SR,9,,,,,{2DC9AC1C-D97F-4FB9-8F1A-55BD2AE7595D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
130, ,KENDRICK,PL, ,KENDRICK,PL,,,,KENDRICK PL,00258,NORTHAMPTON RD,END,,KENDRICK PL,20,50,21,49,1,1,0,2,,,,,40',,{6ACCF2F4-4705-4549-A290-3EEB4FF78A88},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
131, ,BOLTWOOD,AVE, ,BOLTWOOD,AVE,,,,BOLTWOOD AVE,,COLLEGE ST,QUADRANGLE,,BOLTWOOD AVE,0,0,0,0,1,5,0,H,,,,,,,{4878859F-5F56-4E59-8E4B-1EDF1DF246FC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
132, ,HEATHERSTONE,RD, ,HEATHERSTONE,RD,,,,HEATHERSTONE RD,00147,ECHO HILL RD,AUBINWOOD RD,,HEATHERSTONE RD,82,120,81,119,1,1,0,2,,,,,50',,{BC003213-C492-43C9-A4EC-0F01A93B76BD},,,OLKINM,2014/05/29 18:38:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
133, ,EAST,DR,,EAST,DR,,,,EAST DR,,DICKINSON ST & COLLEGE ST,BARRETT HILL RD,,EAST DR,1,29,2,28,1,5,0,H,,,,,,,{D9ACDC2A-F8E5-428B-94F1-01CA2630CCFD},,,olkinm,2013/08/01 13:27:56+00,AMHERST,AMHERST,01002,01002,MA,MA,
134, ,ALPINE,DR, ,ALPINE,DR,,,,ALPINE DR,00085,ECHO HILL RD,AUBINWOOD RD,,ALPINE DR,258,326,257,325,1,1,0,2,,,,,50',1963/01/01 00:00:00+00,{DF480297-9AAC-43AE-8488-2C1F2FDB020F},,,OLKINM,2014/05/29 18:38:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
135, ,AUBINWOOD,RD, ,AUBINWOOD,RD,,,,AUBINWOOD RD,00180,HEATHERSTONE RD,ALPINE DR,,AUBINWOOD RD,2,60,1,59,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{A87A0F13-227E-425B-9C65-B5A5DBB5E99E},,,OLKINM,2014/05/29 18:38:48+00,AMHERST,AMHERST,01002,01002,MA,MA,
136, ,NORTHAMPTON,RD, ,NORTHAMPTON,RD,,,,NORTHAMPTON RD,,KENDRICK PL,LINCOLN AVE,,NORTHAMPTON RD,70,78,67,67,1,3,2,1,SR,9,,,,,{44EEFCB4-DFC4-4E14-92BA-4CD48EE5F039},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
137, ,LINCOLN,AVE, ,LINCOLN,AVE,,,,LINCOLN AVE,00218,GAYLORD ST,NORTHAMPTON RD,,LINCOLN AVE,24,76,41,67,1,8,5,2,,,,,49.5',,{55A5711A-3D11-450D-923D-F04944D46DA6},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
138, ,HOP BROOK,RD, ,HOP BROOK,RD,,,,HOP BROOK RD,00061,KESTREL LN,OLD FARM RD,,HOP BROOK RD,8,70,15,51,1,2,0,0,,,,,,,{F93671A6-704E-4673-9DF5-60568176FE39},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
139,S,EAST,ST, ,SOUTH EAST,ST,,,,SOUTH EAST ST,00377,MILL LN,VALLEY VIEW DR,,S EAST ST,590,748,589,747,1,8,5,2,,,,1,Variable,,{4E448334-9AFF-4D5B-B555-34ACA49545A3},,,olkinm,2013/08/06 15:45:40+00,AMHERST,AMHERST,01002,01002,MA,MA,
140, ,WHIPPLETREE,LN, ,WHIPPLETREE,LN,,,,WHIPPLETREE LN,00266,E HADLEY RD,WINTERGREEN CIR,,WHIPPLETREE LN,2,8,5,7,1,1,0,2,,,,,50',,{F6E1DDD0-F3A1-4BDE-B69D-0B275A21EBFC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
141, ,WINTERGREEN,CIR, ,WINTERGREEN,CIR,,,,WINTERGREEN CIR,00265,WHIPPLETREE LN,END,,WINTERGREEN CIR,2,6,3,5,1,1,0,2,,,,,50',,{0E52A391-9A9E-4905-8092-4C893B2C0B29},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
142, ,WEST,ST, ,WEST,ST,,,,WEST ST,00394,DENNIS DR,SHAYS ST,,WEST ST,104,164,103,163,1,8,3,2,SR,116,,,Variable,,{B486500A-2302-4DB4-BFAB-5217DAB1BBB3},,,olkinm,2013/08/06 17:29:26+00,AMHERST,AMHERST,01002,01002,MA,MA,
143, ,VALLEY VIEW,CIR, ,VALLEY VIEW,CIR,,,,VALLEY VIEW CIR,00019,VALLEY VIEW DR,END,,VALLEY VIEW CIR,10,60,31,65,1,1,0,2,,,,,50',,{FCD4C649-2937-460A-9408-595D3D9A721F},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
144, ,VALLEY VIEW,DR, ,VALLEY VIEW,DR,,,,VALLEY VIEW DR,00020,VALLEY VIEW CIR,END,,VALLEY VIEW DR,74,80,0,0,1,1,0,2,,,,,50',,{20F50577-D801-40D5-816C-231BB5A7AE6A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
146,E,HADLEY,RD, ,EAST HADLEY,RD,,,,EAST HADLEY RD,00369,WHIPPLETREE LN,"MILL VALLEY RD, HADLEY",,E HADLEY RD,344,352,337,353,1,8,6,2,,,,,Variable,1830/04/15 00:00:00+00,{A1EB55AD-31D4-4F5B-89E4-B2823CF0425D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
147, ,RIVERGLADE,DR, ,RIVERGLADE,DR,,,,RIVERGLADE DR,,E HADLEY RD,THE BROOK APARTMENTS,,RIVERGLADE DR,0,0,0,0,1,2,0,H,,,,,,,{D4EF4651-D994-4A5C-A7E9-D5A47CC753AB},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
148, ,VALLEY VIEW,DR, ,VALLEY VIEW,DR,,,,VALLEY VIEW DR,00020,S EAST ST,VALLEY VIEW CIR,,VALLEY VIEW DR,28,64,15,59,1,1,0,2,,,,,50',,{36408055-2672-4A6B-BC52-8BFCAED34919},,,olkinm,2013/07/29 18:28:30+00,AMHERST,AMHERST,01002,01002,MA,MA,
149, ,WILDFLOWER,DR, ,WILDFLOWER,DR,,,,WILDFLOWER DR,00050,TEABERRY LN,TANGLEWOOD RD,,WILDFLOWER DR,148,170,163,173,1,1,0,2,,,,,,,{B2FD0F5E-FEBE-4B9D-9AB5-502A34E6022B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
150, ,WHIPPLETREE,LN, ,WHIPPLETREE,LN,,,,WHIPPLETREE LN,00266,WINTERGREEN CIR,END,,WHIPPLETREE LN,10,30,15,29,1,1,0,2,,,,,50',,{73FF2677-A64D-4120-A367-D8088610D696},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
151, ,THE BROOK, , ,THE BROOK, ,,,,THE BROOK,,RIVERGLADE DR,END,,THE BROOK,2,144,1,145,1,2,0,H,,,,,,,{A0070412-56F5-4AC5-B08C-14220C796766},,,OLKINM,2014/07/18 17:17:51+00,AMHERST,AMHERST,01002,01002,MA,MA,
152, ,LADYSLIPPER,CIR, ,LADYSLIPPER,CIR,,,,LADYSLIPPER CIR,00062,WILDFLOWER DR,END,,LADYSLIPPER CIR,2,14,1,15,1,1,0,2,,,,,,,{D2EEA4D9-8000-45AE-B2B5-290DF71CB293},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
153, ,WILDFLOWER,DR, ,WILDFLOWER,DR,,,,WILDFLOWER DR,00051,LADYSLIPPER CIR,TEABERRY LN,,WILDFLOWER DR,134,134,0,0,1,1,0,2,,,,,,,{C0E45ED8-6B86-44B0-9EF6-BAD7C896CE35},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
155, ,SHAYS,ST, ,SHAYS,ST,,,,SHAYS ST,00359,WEST ST,WENTWORTH MANOR DR,,SHAYS ST,2,170,31,167,1,8,5,2,,,,1,49.5',,{18323844-5A5F-4CE6-9719-3BED13691FA2},,,olkinm,2013/08/06 17:29:36+00,AMHERST,AMHERST,01002,01002,MA,MA,
160, ,MOUNT HOLYOKE,DR, ,MT HOLYOKE,DR,,,,MT HOLYOKE DR,00249,MERRICK CIR,NORWOTTUCK CIR,,MOUNT HOLYOKE DR,56,56,51,51,1,1,0,2,,,,,50',,{8BCAFECE-AE4C-4CC2-ACF2-FBE8821ED811},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
161, ,MERRICK,CIR, ,MERRICK,CIR,,,,MERRICK CIR,00248,MOUNT HOLYOKE DR,END,,MERRICK CIR,18,32,17,25,1,1,0,2,,,,,50',,{18A47DD4-A9D1-4877-8730-ECE7ADB08D83},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
162, ,WILDFLOWER,DR, ,WILDFLOWER,DR,,,,WILDFLOWER DR,00052,FOXGLOVE LN,FOXGLOVE LN,,WILDFLOWER DR,50,54,47,51,1,1,0,2,,,,,,,{E6278A9A-2DB8-419A-A288-92C00874CEF5},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
163, ,MOUNT HOLYOKE,DR, ,MT HOLYOKE,DR,,,,MT HOLYOKE DR,00249,NORWOTTUCK CIR,END,,MOUNT HOLYOKE DR,68,94,71,87,1,1,0,2,,,,,50',,{6284BE8A-C9A1-45B3-8402-08B96025A2F2},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
164, ,MOUNT HOLYOKE,DR, ,MT HOLYOKE,DR,,,,MT HOLYOKE DR,00249,S MT HOLYOKE DR,MERRICK CIR,,MOUNT HOLYOKE DR,36,36,0,0,1,1,0,2,,,,,50',,{5B8807F4-D8EA-4C2F-8F68-103BF0DEB79B},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
165, ,PINE,ST, ,PINE,ST,,,,PINE ST,00313,BRIDGE ST,HITCHING POST RD,,PINE ST,472,480,471,479,1,8,5,2,,,,1,Variable,1756/04/15 00:00:00+00,{784ECEE2-B39C-4809-A01A-EA7D6E29A9AF},,,olkinm,2013/07/29 19:28:11+00,AMHERST,AMHERST,01002,01002,MA,MA,
166, ,STATE,ST, ,STATE,ST,,,,STATE ST,00345,,CAMPBELL CT,,STATE ST,96,122,95,121,1,8,0,2,,,,1,Variable,1848/04/15 00:00:00+00,{5B0D18AE-6A7A-455B-B359-B001FAA118FF},,,olkinm,2013/07/29 19:38:47+00,AMHERST,AMHERST,01002,01002,MA,MA,
167, ,PINE,ST, ,PINE,ST,,,,PINE ST,00313,HITCHING POST RD, ,,PINE ST,482,492,481,491,1,8,5,2,,,,1,Variable,1756/04/15 00:00:00+00,{4DBCC502-98E1-4BA2-A000-B46750FC26C7},,,olkinm,2013/07/29 19:29:22+00,AMHERST,AMHERST,01002,01002,MA,MA,
168, ,PINE,ST, ,PINE,ST,,,,PINE ST,00312,E PLEASANT ST,ROSEMARY ST,,PINE ST,388,420,389,419,1,8,5,2,,,,1,Variable,1756/04/15 00:00:00+00,{EF6C4C29-ADF7-4F64-B9ED-7B28BE032062},,,olkinm,2013/07/29 19:32:27+00,AMHERST,AMHERST,01002,01002,MA,MA,
169, ,HENRY,ST, ,HENRY,ST,,,,HENRY ST,00319,MARKET HILL RD,PINE ST,,HENRY ST,28,92,29,83,1,8,0,2,,,25,1,Variable,,{8BA057A8-BD48-4996-B82F-59C8BFAE8D0D},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
170, ,PINE,ST, ,PINE,ST,,,,PINE ST,00313,,HENRY ST,,PINE ST,494,528,493,527,1,8,5,2,,,,1,Variable,1756/04/15 00:00:00+00,{2159A8CE-E368-4141-B334-74C7F88218BE},,,olkinm,2013/07/29 19:30:09+00,AMHERST,AMHERST,01002,01002,MA,MA,
171, ,PINE,ST, ,PINE,ST,,,,PINE ST,00312,SAND HILL RD,E PLEASANT ST,,PINE ST,384,386,385,387,1,8,5,2,,,,1,Variable,1756/04/15 00:00:00+00,{3BC302AE-55F5-4FE6-B2E4-0AFAC9354F9B},,,olkinm,2013/07/29 19:33:50+00,AMHERST,AMHERST,01002,01002,MA,MA,
172, ,SAND HILL,RD, ,SAND HILL,RD,,,,SAND HILL RD,00356,PINE ST,PUFFERS CIR,,SAND HILL RD,2,56,1,55,1,8,0,2,,,,1,33',1883/04/15 00:00:00+00,{55C4B32A-B6CC-4C41-ADCE-005E8DE0A0C1},,,olkinm,2013/07/29 19:46:02+00,AMHERST,AMHERST,01002,01002,MA,MA,
173, ,MILL RIVER, , ,MILL RIVER, ,,,,MILL RIVER,,MONTAGUE RD,END,,MILL RIVER,0,0,0,0,1,1,0,2,,,,,,,{A61CB255-7D81-4D96-978E-45B9C4930EFE},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
174, ,HITCHING POST,RD, ,HITCHING POST,RD,,,,HITCHING POST RD,00244,PINE ST,MORGAN CIR,,HITCHING POST RD,10,16,11,17,1,1,0,2,,,,,Variable,,{3A2FFB0E-FDE2-4C25-9D91-D7394B58BFAC},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
175, ,MORGAN,CIR, ,MORGAN,CIR,,,,MORGAN CIR,00245,HITCHING POST RD,MORGAN PL,,MORGAN CIR,8,8,11,11,1,1,0,2,,,,,40',,{D3A769EB-668C-439B-85CB-53AA1526B724},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
176, ,OVERLOOK,DR, ,OVERLOOK,DR,,,,OVERLOOK DR,00286,HIGH POINT DR,HIGH POINT DR,,OVERLOOK DR,2,76,1,77,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{F8B28004-DDD1-49B5-9B47-7074F212B2B6},,,olkinm,2013/08/06 19:57:16+00,AMHERST,AMHERST,01002,01002,MA,MA,
178, ,SUNDERLAND,RD, ,SUNDERLAND,RD,,OlkinM,,SUNDERLAND RD,00335,COWLS RD,ROUTE 116,2005/02/15 00:00:00+00,SUNDERLAND RD,172,398,173,399,1,1,5,2,,,,,49.5',1970/03/12 00:00:00+00,{F0602351-96F1-45D6-851D-3DBEB4754708},,,olkinm,2013/07/25 18:25:01+00,AMHERST,AMHERST,01002,01002,MA,MA,
179, ,HIGH POINT,DR, ,HIGH POINT,DR,,,,HIGH POINT DR,00352,OVERLOOK DR,JUNIPER LN,,HIGH POINT DR,70,98,69,97,1,1,0,2,,,,,60',1972/03/01 00:00:00+00,{CCCE144B-C0FE-41AF-B302-117C7FF918AF},,,olkinm,2013/08/06 19:53:45+00,AMHERST,AMHERST,01002,01002,MA,MA,
180, ,MONTAGUE,RD, ,MONTAGUE,RD,,,,MONTAGUE RD,,BALL LN,PULPIT HILL RD,,MONTAGUE RD,182,212,181,211,1,3,3,1,SR,63,,,,1758/04/15 00:00:00+00,{AEDB6D82-8636-4217-BA82-F4A96E80BB6C},,,olkinm,2013/07/29 18:54:19+00,AMHERST,AMHERST,01002,01002,MA,MA,
181, ,BALL,LN, ,BALL,LN,,,,BALL LN,,MONTAGUE RD,END,,BALL LN,2,40,1,39,2,2,0,H,,,,,,1869/04/15 00:00:00+00,{D97618A5-C7D0-4513-985D-9F3FA15CBC2A},,,,,AMHERST,AMHERST,01002,01002,MA,MA,
182, ,HIGH POINT,DR, ,HIGH POINT,DR,,OlkinM,,HIGH POINT DR,00352,JUNIPER LN,OVERLOOK DR,2005/01/20 00:00:00+00,HIGH POINT DR,100,132,99,131,1,1,0,2,,,,,60',1972/04/15 00:00:00+00,{38385144-A0FD-482D-A91F-B979D778C665},,,olkinm,2013/08/06 19:54:35+00,AMHERST,AMHERST,01002,01002,MA,MA,
183, ,BRIDGE,ST, ,BRIDGE,ST,,,,BRIDGE ST,00390,MARKET HILL RD,STATE ST,,BRIDGE ST,82,148,81,149,1,8,5,2,,,25,,,1794/04/15 00:00:00+00,{0E803468-00F3-4690-8818-F62BBB9FB395},,,olkinm,2013/07/29 19:25:39+00,AMHERST,AMHERST,01002,01002,MA,MA,
184, ,JUNIPER,LN, ,JUNIPER,LN,,,,JUNIPER LN,00287,HIGH POINT DR,END,,JUNIPER LN,18,2,17,1,1,1,0,2,,,,,50',1972/03/01 00:00:00+00,{3B6123B6-CE7F-410C-BB33-86EC8F5B6F36},,,olkinm,2013/08/06 19:56:37+00,AMHERST,AMHERST,01002,01002,MA,MA,
186, ,MILL,ST, ,MILL,ST,,,,MILL ST,00408,STATE ST & SAND HILL RD, & SUMMER ST,,MILL ST,1,65,2,66,1,8,0,2,,,,1,33',1883/04/15 00:00:00+00,{F9C87F57-9E1A-4801-B50C-8FBA173505D3},,,olkinm,2013/07/29 19:52:44+00,AMHERST,AMHERST,01002,01002,MA,MA,
187, ,MONTAGUE,RD, ,MONTAGUE,RD,,,,MONTAGUE RD,,COWLS RD,BALL LN,,MONTAGUE RD,144,180,145,179,1,3,3,1,SR,63,,,,1758/04/15 00:00:00+00,{687447A3-B800-4647-9523-E3539A485084},,,olkinm,2013/07/29 18:54:13+00,AMHERST,AMHERST,01002,01002,MA,MA,
188, ,COWLS,RD, ,COWLS,RD,,,,COWLS RD,00276,SUNDERLAND RD,MONTAGUE RD,,COWLS RD,2,112,1,113,1,1,0,2,,,,,49.5',1902/04/15 00:00:00+00,{1A5349CC-A97D-41FD-AD5E-32DF9313FD87},,,olkinm,2013/07/25 18:27:38+00,AMHERST,AMHERST,01002,01002,MA,MA,
